"","marker","JY001","JY002","JY003","JY004","JY005","JY006","JY007","JY008","JY009","JY010","JY011","JY012","JY013","JY014","JY015","JY016","JY017","JY018","JY019","JY020","JY021","JY022","JY023","JY024","JY025","JY026","JY027","JY028","JY029","JY030","JY031","JY032","JY033","JY034","JY035","JY036","JY037","JY038","JY039","JY040","JY041","JY042","JY043","JY044","JY045","JY046","JY047","JY048","JY049","JY050","JY051","JY052","JY053","JY054","JY055","JY056","JY057","JY058","JY059","JY060","JY061","JY062","JY063","JY064","JY065","JY066","JY067","JY068","JY069","JY070","JY071","JY072","JY073","JY074","JY075","JY076","JY077","JY078","JY079","JY080","JY081","JY082","JY083","JY084","JY085","JY086","JY087","JY088","JY089","JY090","JY091","JY092","JY093","JY094","JY095","JY096","JY097","JY098","JY099","JY100","JY101","JY102","JY103","JY104","JY105","JY106","JY107","JY108","JY109","JY110","JY111","JY112","JY113","JY114","JY115","JY116","JY117","JY118","JY119","JY120","JY121","JY122","JY123","JY124","JY125","JY126","JY127","JY128","JY129","JY130","JY131","JY132","JY133","JY134","JY135","JY136","JY137","JY138","JY139","JY140","JY141","JY142","JY143","JY144","JY145","JY146","JY147","JY148","JY149","JY150","JY151","JY152","JY153","JY154","JY155","JY156","JY157","JY158","JY159","JY160","JY161","JY162","JY163","JY164","JY165","JY166","JY167","JY168","JY169","JY170","JY171","JY172","JY173","JY174","JY175","JY176","JY177","JY178","JY179","JY180","JY181","JY182","JY183","JY184","JY185"
"1907","11_7020075","B","B","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","H","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","H","B","B","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","H","A","B","A","B","A","B","B","A","A","B","B","B","A","B","B","A","B","A","A","B","A","A","H","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","A","B","B","-","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","A","B","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","B","B","A","B","A","B","H","A","B","A","A","A","B","A","B","A","A","-"
"1908","11_7222892","B","B","A","A","A","A","B","B","B","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","B","B","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","A","B","A","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","A","B","B","-","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","A","A","B","A","A","A","B","B","B","B","A","-","B","B","B","B","A","B","B","A","A","A","B","A","B","A","B","-","A","B","A","A","A","B","A","B","A","A","B"
"1909","11_7352805","B","B","A","A","A","A","B","B","B","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","B","B","A","B","B","A","B","A","B","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","B","B","B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B","B","A","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","A","B","A","B","A","B","H","A","B","A","A","A","B","A","B","A","B","B"
"1910","11_7222523","B","B","A","A","A","A","B","B","-","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","B","B","A","B","B","A","B","A","B","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","B","B","B","B","A","A","B","A","B","A","-","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","A","B","B","-","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","A","-","A","B","A","B","B","A","B","A","A","-","B","A","B","A","-","-"
"1911","11_7128249","B","B","A","A","A","A","B","B","A","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","A","B","A","B","H","A","B","A","A","H","A","A","A","A","A","A","A","H","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","A","B","A","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","A","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","A","A","B","H","-","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","A","B","A","B","A","B","B","A","B","A","A","B","B","H","B","A","A","A"
"1912","11_7026342","B","B","A","A","A","A","B","B","A","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","A","B","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","B","B","A","B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","A","B","B","B","A","A","B","A","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","H","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","B","B","A","B","A","B","H","A","B","A","A","B","B","A","B","A","A","A"
"1913","11_7197737","B","B","A","A","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","A","B","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","A","B","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","B","A","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","B","A","A","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","B","B","A","B","A","B","A","B","B","A","A","A","B","A","B","A","A","A"
"1914","11_7376259","B","B","A","A","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","A","B","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","H","A","B","A","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","A","B","A","B","A","B","A","A","B","A","A","B","B","A","B","A","A","A"
"1915","11_7401210","B","B","A","A","A","A","B","B","B","A","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","A","A","A","B","B","A","B","A","B","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","B","B","B","B","A","A","A","A","H","A","-","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","A","A","B","-","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","A","A","A","B","A","B","A","B","H","A","B","A","A","-","B","A","B","A","A","A"
"1916","11_7490974","B","B","A","A","A","A","B","B","B","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","B","A","A","B","B","A","B","A","A","H","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","A","A","B","B","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","B","A","A","A","H","B","B","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","-","A","A","B","A","B","A","B","B","A","B","A","A","B","B","A","B","A","A","B"
"1917","11_7484548","B","B","A","A","A","A","B","B","B","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","H","B","A","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","B","B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","A","A","B","B","A","B","A","B","A","B","A","A","A","A","B","B","B","A","A","B","A","B","A","A","A","A","A","B","B","B","A","B","B","A","A","B","A","A","A","B","B","B","B","A","B","B","B","B","B","A","B","B","B","A","A","B","A","B","A","B","B","A","B","A","A","B","B","A","B","A","A","B"
"1918","11_7529006","B","B","A","A","A","A","B","B","B","A","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","A","A","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","B","A","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","A","-","B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","A","A","B","A","A","A","B","A","A","B","A","B","A","B","A","A","A","A","B","-","A","A","A","B","A","B","A","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","A","-","B","B","B","A","B","B","B","B","B","A","B","B","B","A","A","B","A","B","A","B","A","A","B","A","A","H","B","A","B","A","A","B"
"1919","11_8150055","B","B","A","A","A","A","A","A","B","B","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","H","B","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","H","B","A","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","A","B","A","B","B","A","B","A","B","B","A","B","A","A","B","A","A","B","A","A","B","A","A","A","H","A","B","A","A","A","B","A","A","A","B","A","A","B","A","B","A","B","B","A","A","A","B","A","B","A","A","B","H","B","A","B","A","A","A","B","B","B","A","B","B","A","H","B","A","A","A","A","B","B","B","A","B","B","B","B","B","A","B","B","B","A","A","B","A","B","A","B","H","A","B","A","A","H","B","A","B","A","B","B"
"1920","11_8338799","B","B","A","A","A","A","A","A","B","B","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","B","B","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","B","B","A","B","B","A","A","A","B","B","A","B","A","A","B","A","A","B","A","A","B","A","A","A","B","A","B","A","B","A","B","A","A","A","B","A","A","B","A","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","B","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","B","A","B","B","B","A","B","B","B","B","B","A","B","B","B","A","A","B","A","B","H","B","H","A","B","A","A","A","B","A","B","A","A","B"
"1921","11_8476037","B","B","A","A","A","A","A","A","B","B","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","B","B","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","B","A","B","H","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","H","B","A","B","B","A","A","A","B","-","A","B","A","A","A","A","A","B","A","H","B","A","A","A","-","A","B","A","B","A","B","A","A","A","B","A","A","B","A","B","A","B","B","A","A","A","B","A","-","A","A","B","-","B","B","-","A","A","A","-","B","B","A","B","B","A","A","B","A","A","B","-","B","B","-","A","B","B","B","B","B","A","B","B","B","A","A","-","A","B","A","B","-","A","B","A","A","A","B","A","B","A","-","B"
"1922","11_8438166","B","B","A","A","A","A","A","A","B","B","A","B","A","A","B","B","B","B","A","B","B","B","A","A","B","B","H","B","A","A","A","A","A","B","H","A","B","B","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","B","A","B","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","A","A","B","B","B","A","B","B","A","A","A","B","B","A","B","A","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","B","A","B","A","A","A","B","A","A","B","A","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","H","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","B","A","B","B","B","A","B","B","B","B","B","A","B","B","B","A","A","B","A","B","A","B","A","A","B","A","A","A","B","A","B","A","B","B"
"1923","11_8402601","B","B","A","-","A","A","A","A","B","-","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","B","B","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","A","A","A","-","-","-","A","B","-","A","A","A","A","A","A","A","A","A","B","B","H","-","B","A","A","B","-","B","A","B","B","A","A","A","B","B","A","B","A","A","B","A","A","B","A","A","B","A","A","A","A","A","B","A","B","A","B","A","A","A","B","A","A","B","A","B","A","B","B","A","A","A","B","A","-","A","A","B","H","B","A","B","A","A","A","B","B","B","A","B","B","A","H","B","A","A","B","A","B","B","-","A","B","B","B","B","B","A","B","B","B","A","A","B","A","B","A","B","-","A","B","A","A","-","B","A","B","A","-","A"
"1924","11_8705574","A","B","A","A","A","A","A","A","B","B","A","A","A","A","B","A","B","B","A","B","B","B","A","A","B","B","H","B","A","A","A","A","A","B","B","A","B","B","B","A","A","B","B","B","A","A","B","B","A","A","A","A","B","B","B","B","A","A","B","B","A","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","A","A","B","B","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","B","A","A","B","A","A","A","B","A","-","A","B","A","B","A","A","A","B","A","A","B","A","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","B","B","A","A","A","B","B","B","A","B","B","A","H","B","A","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","A","A","-","A","B","A","B","B","A","B","A","A","B","B","A","B","A","A","A"
"1925","11_8738900","A","B","A","A","A","A","A","A","B","B","A","B","A","A","B","B","A","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","A","A","A","B","B","B","H","A","A","B","B","A","A","B","B","A","A","A","A","A","A","A","A","A","B","B","B","B","B","A","A","B","B","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","B","A","A","B","A","A","A","B","A","B","A","B","A","B","A","A","A","B","A","A","B","A","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","A","B","A","A","A","A","B","B","A","H","B","A","A","B","A","A","B","A","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","A","A","B","A","B","H","A","B","A","A","A","B","A","B","A","B","B"
"1926","11_8951190","A","B","A","A","A","A","A","A","B","B","A","B","A","A","B","B","A","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","A","A","H","H","B","B","A","A","A","B","A","A","A","B","B","A","A","A","A","A","A","A","A","A","B","B","B","B","B","A","A","B","B","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","B","A","A","B","A","A","A","A","A","A","A","B","A","B","A","A","A","B","A","A","A","A","B","A","B","B","A","A","A","B","A","B","A","A","B","B","B","B","B","A","A","A","A","B","B","A","H","B","A","A","B","A","H","B","A","B","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","A","B","B","A","B","A","A","A","B","A","B","A","A","B"
"1927","11_9174751","A","B","A","A","A","A","A","A","B","B","A","A","A","A","B","A","A","B","B","B","H","B","A","A","B","B","A","B","A","A","A","A","A","H","B","A","B","B","B","A","A","B","B","A","A","A","B","A","A","A","A","A","B","B","B","H","A","A","B","A","A","A","B","B","A","A","A","A","A","A","A","A","A","B","B","B","B","B","A","A","B","B","B","A","B","B","A","A","A","B","A","A","B","A","A","A","A","A","H","A","A","B","A","A","A","H","A","A","A","B","A","B","A","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","A","B","-","A","B","B","B","A","B","A","A","A","A","B","B","A","A","B","A","A","B","A","A","B","A","B","B","A","A","B","B","B","B","B","B","B","B","B","A","A","B","A","B","H","B","B","B","B","A","A","H","B","A","B","A","A","A"
"1928","11_9721348","A","B","A","B","A","A","A","A","B","B","A","A","A","A","B","A","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","B","A","H","B","B","A","A","B","B","A","A","A","B","A","A","A","A","A","B","B","B","H","A","A","B","A","A","A","B","B","A","A","A","B","A","A","A","A","A","B","B","B","B","B","A","A","B","B","B","A","B","B","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","B","A","B","A","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","B","B","A","B","B","B","B","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","B","B","B","B","A","A","B","B","B","A","B","B","B","B","A","A","A","B","A","B","A","B","B","B","B","A","A","H","B","A","B","A","A","A"
"1929","11_9735630","A","B","A","B","A","A","A","A","B","B","A","B","A","A","B","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","A","A","A","A","A","B","B","B","A","A","A","B","A","A","A","B","B","A","A","A","B","A","A","A","A","A","B","B","B","B","B","A","A","B","B","B","A","B","B","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","-","A","A","A","B","A","B","A","A","A","B","A","A","A","A","B","B","B","B","A","-","A","B","B","B","-","A","B","B","B","H","B","B","-","A","A","B","B","A","B","B","A","A","B","A","B","B","A","B","B","-","A","B","B","B","A","B","B","B","B","-","A","A","-","A","B","A","B","B","B","H","A","A","-","B","A","B","A","A","B"
"1930","11_10334854","A","B","A","B","A","A","A","A","B","B","A","B","A","A","B","B","A","B","B","H","B","B","A","A","B","B","A","H","A","A","A","A","A","B","B","A","B","B","B","A","A","B","B","A","A","A","H","A","A","A","B","A","H","B","H","A","A","A","B","A","A","A","B","B","B","A","A","B","A","A","A","A","A","A","B","B","B","A","A","A","B","B","H","A","B","B","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","B","A","B","A","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","A","B","A","B","B","B","A","B","A","B","A","A","B","B","A","B","B","A","A","B","A","-","B","A","B","B","B","A","B","B","B","-","B","H","B","B","A","A","A","B","A","B","H","B","A","B","B","A","A","A","B","A","A","A","B","B"
"1931","11_10202106","A","B","A","B","A","A","A","A","B","B","A","B","A","A","B","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","A","A","A","B","A","B","B","B","H","A","A","B","A","A","A","B","B","-","A","A","B","A","A","A","A","A","A","B","B","B","A","A","A","B","B","B","A","B","B","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","-","A","A","A","B","A","A","A","B","A","B","A","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","A","B","A","B","B","B","A","B","A","B","A","A","B","B","A","B","B","A","A","B","A","B","B","A","B","B","-","A","B","B","B","B","B","B","B","B","A","A","A","B","A","B","A","B","B","-","B","A","A","A","B","A","A","A","B","B"
"1932","11_10213098","A","B","A","B","A","A","A","A","B","B","A","B","A","A","B","B","A","B","B","B","B","B","A","A","B","B","A","B","A","A","A","A","A","B","B","A","B","B","B","A","A","B","B","A","A","A","B","A","A","A","B","A","B","B","B","A","A","A","B","A","A","H","B","B","B","A","A","B","A","A","A","A","A","A","B","B","B","A","A","A","B","B","B","A","-","B","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","B","A","B","A","A","A","B","A","A","A","A","B","B","B","B","A","B","A","B","B","A","B","A","B","B","B","B","H","A","B","A","A","B","B","A","H","B","A","A","B","A","B","B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","A","A","B","A","B","A","B","B","B","B","A","A","B","B","A","A","A","B","B"
