Glyma2.0	Glyma1.1	chromosome_number	start_mb	stop_mb
Glyma.11g084500	Glyma11g08960	11	6349265	6352603
Glyma.11g084600	Glyma11g08975	11	6358863	6365321
Glyma.11g084700	Glyma11g08990	11	6367696	6374677
Glyma.11g084800	Glyma11g09011	11	6379315	6381377
Glyma.11g084900	Glyma11g09030	11	6393085	6394280
Glyma.11g085000	NA	11	6397113	6399993
Glyma.11g085100	Glyma11g09040	11	6403966	6411638
Glyma.11g085200	Glyma11g09050	11	6413759	6414961
Glyma.11g085300	Glyma11g09060	11	6416003	6419893
Glyma.11g085400	Glyma11g09070	11	6422962	6427939
Glyma.11g085500	Glyma11g09080	11	6431566	6436559
Glyma.11g085600	Glyma11g09090	11	6440507	6442812
Glyma.11g085700	Glyma11g09100	11	6443737	6448624
Glyma.11g085800	NA	11	6452850	6454051
Glyma.11g085900	Glyma11g09120	11	6453935	6464740
Glyma.11g086000	Glyma11g09131	11	6473264	6479606
Glyma.11g086100	Glyma11g09140	11	6481228	6484662
Glyma.11g086200	Glyma11g09150	11	6484759	6486170
Glyma.11g086300	NA	11	6487310	6496559
Glyma.11g086400	Glyma11g09170	11	6499788	6502147
Glyma.11g086500	Glyma11g09180	11	6505886	6510196
Glyma.11g086600	Glyma11g09186	11	6516827	6517619
Glyma.11g086700	Glyma11g09192	11	6517722	6518801
Glyma.11g086800	Glyma11g09198	11	6523779	6524207
Glyma.11g086900	Glyma11g09204	11	6524266	6525385
Glyma.11g087000	Glyma11g09220	11	6526033	6529595
Glyma.11g087100	Glyma11g09230	11	6534600	6539582
Glyma.11g087200	Glyma11g09240	11	6540562	6546821
Glyma.11g087300	Glyma11g09250	11	6547702	6555660
Glyma.11g087400	Glyma11g09260	11	6562587	6566184
Glyma.11g087500	Glyma11g09270	11	6574205	6580357
Glyma.11g087600	Glyma11g09280	11	6588452	6589869
Glyma.11g087700	Glyma11g09290	11	6597623	6601936
Glyma.11g087800	Glyma11g09300	11	6610115	6614787
Glyma.11g087900	Glyma11g09310	11	6622693	6625797
Glyma.11g088000	Glyma11g09330	11	6645021	6649126
Glyma.11g088100	NA	11	6652640	6657068
Glyma.11g088200	Glyma11g09350	11	6658391	6662831
Glyma.11g088300	Glyma11g09360	11	6668785	6669768
Glyma.11g088400	Glyma11g09370	11	6673906	6680341
Glyma.11g088500	Glyma11g09381	11	6688248	6690234
Glyma.11g088600	Glyma11g09390	11	6695030	6700783
Glyma.11g088700	Glyma11g09400	11	6701628	6706325
Glyma.11g088800	Glyma11g09411	11	6707181	6712808
Glyma.11g088900	Glyma11g09420	11	6731382	6736423
Glyma.11g089000	Glyma11g09430	11	6737175	6739229
Glyma.11g089100	Glyma11g09450	11	6750992	6754598
Glyma.11g089200	Glyma11g09461	11	6755132	6757031
Glyma.11g089300	Glyma11g09470	11	6759141	6761139
Glyma.11g089400	Glyma11g09480	11	6762683	6772411
Glyma.11g089500	Glyma11g09490	11	6779348	6783724
Glyma.11g089600	NA	11	6783725	6787022
Glyma.11g089700	Glyma11g09510	11	6789468	6793157
Glyma.11g089800	Glyma11g09520	11	6794318	6799190
Glyma.11g089900	Glyma11g09530	11	6800636	6804938
Glyma.11g090000	Glyma11g09540	11	6806584	6811451
Glyma.11g090100	Glyma11g09550	11	6813478	6819800
Glyma.11g090200	Glyma11g09560	11	6841310	6844842
Glyma.11g090300	Glyma11g09570	11	6849007	6855564
Glyma.11g090400	Glyma11g09580	11	6856431	6858340
Glyma.11g090500	Glyma11g09590	11	6860138	6861343
Glyma.11g090600	Glyma11g09600	11	6861721	6861998
Glyma.11g090700	Glyma11g09610	11	6862902	6865998
Glyma.11g090800	NA	11	6869153	6870157
Glyma.11g090900	Glyma11g09630	11	6874416	6879692
Glyma.11g091000	Glyma11g09650	11	6884912	6892492
Glyma.11g091100	NA	11	6885644	6886209
Glyma.11g091200	Glyma11g09660	11	6893503	6897999
Glyma.11g091300	Glyma11g09670	11	6902550	6904149
Glyma.11g091400	Glyma11g09690	11	6918638	6919575
Glyma.11g091500	Glyma11g09700	11	6922211	6925704
Glyma.11g091600	Glyma11g09710	11	6929293	6933159
Glyma.11g091700	Glyma11g09720	11	6938010	6942238
Glyma.11g091800	Glyma11g09730	11	6942928	6945668
Glyma.11g091900	Glyma11g09750	11	6953228	6956760
Glyma.11g0920002	NA	11	6973232	6973603
Glyma.11g0920001	NA	11	6973865	6974722
Glyma.11g092100	Glyma11g09770	11	6979326	6987845
Glyma.11g092200	Glyma11g09780	11	6994805	7007057
Glyma.11g092300	Glyma11g09790	11	7008063	7012159
Glyma.11g092400	Glyma11g09800	11	7013596	7017015
Glyma.11g092500	Glyma11g09810	11	7017380	7022315
Glyma.11g092600	Glyma11g09825	11	7023674	7026886
Glyma.11g092700	Glyma11g09840	11	7031818	7035719
Glyma.11g092800	Glyma11g09850	11	7036823	7040804
Glyma.11g092900	Glyma11g09860	11	7042512	7045526
Glyma.11g093000	Glyma11g09870	11	7047172	7049760
Glyma.11g093100	Glyma11g09880	11	7051962	7057456
Glyma.11g093200	Glyma11g09890	11	7061666	7066152
Glyma.11g093300	Glyma11g09900	11	7074916	7078134
Glyma.11g093400	Glyma11g09910	11	7083033	7084894
Glyma.11g093500	Glyma11g09920	11	7090194	7094061
Glyma.11g093600	Glyma11g09930	11	7096211	7104048
Glyma.11g093700	Glyma11g09940	11	7111708	7115757
Glyma.11g093800	Glyma11g09950	11	7116433	7123292
Glyma.11g093900	Glyma11g09960	11	7130214	7137304
Glyma.11g094000	Glyma11g09970	11	7140746	7145587
Glyma.11g094100	NA	11	7144509	7145178
Glyma.11g094200	Glyma11g09980	11	7147965	7152190
Glyma.11g094300	Glyma11g09990	11	7153148	7168980
Glyma.11g094400	Glyma11g10000	11	7170437	7174192
Glyma.11g094500	Glyma11g10015	11	7176300	7183060
Glyma.11g094600	Glyma11g10030	11	7187192	7190048
Glyma.11g094700	Glyma11g10040	11	7190632	7195838
Glyma.11g094800	Glyma11g10050	11	7199274	7201137
Glyma.11g094900	Glyma11g10061	11	7202266	7203515
Glyma.11g095000	Glyma11g10070	11	7206492	7209711
Glyma.11g095100	Glyma11g10080	11	7212438	7214276
Glyma.11g095200	Glyma11g10091	11	7218860	7221194
Glyma.11g095300	Glyma11g10100	11	7222140	7235534
Glyma.11g095400	Glyma11g10110	11	7236082	7240527
Glyma.11g095500	Glyma11g10120	11	7242440	7249074
Glyma.11g095600	Glyma11g10130	11	7249880	7254364
Glyma.11g095700	Glyma11g10140	11	7263413	7265368
Glyma.11g095800	Glyma11g10150	11	7267458	7279596
Glyma.11g095900	Glyma11g10160	11	7287276	7288134
Glyma.11g096000	Glyma11g10170	11	7294150	7296623
Glyma.11g096100	Glyma11g10180	11	7299741	7307551
Glyma.11g096200	Glyma11g10190	11	7315127	7325455
Glyma.11g096300	Glyma11g10200	11	7325956	7326700
Glyma.11g096400	Glyma11g10210	11	7339336	7348304
Glyma.11g096500	Glyma11g10220	11	7351204	7353653
Glyma.11g096600	Glyma11g10230	11	7361789	7364386
Glyma.11g096700	Glyma11g10240	11	7374953	7377183
Glyma.11g096800	Glyma11g10260	11	7386068	7387203
Glyma.11g096900	Glyma11g10270	11	7389349	7389777
Glyma.11g097000	Glyma11g10281	11	7402816	7407112
Glyma.11g097100	Glyma11g10300	11	7411891	7415860
Glyma.11g097200	Glyma11g10310	11	7421433	7423336
Glyma.11g097300	Glyma11g10320	11	7426344	7431229
Glyma.11g097400	Glyma11g10330	11	7433938	7438183
Glyma.11g097500	Glyma11g10340	11	7442923	7447485
Glyma.11g097600	NA	11	7443597	7444154
Glyma.11g097700	NA	11	7446833	7448518
Glyma.11g097800	NA	11	7449914	7450765
Glyma.11g097900	Glyma11g10380	11	7456118	7457703
Glyma.11g098000	Glyma11g10390	11	7458538	7462096
Glyma.11g098100	Glyma11g10415	11	7465776	7468434
Glyma.11g098200	NA	11	7469328	7469732
Glyma.11g098300	Glyma11g10430	11	7472737	7476551
Glyma.11g0984002	NA	11	7479640	7479737
Glyma.11g0984003	NA	11	7479920	7480467
Glyma.11g0984001	NA	11	7480663	7481164
Glyma.11g098500	Glyma11g10460	11	7483749	7484761
Glyma.11g098600	Glyma11g10471	11	7487048	7500385
Glyma.11g098700	Glyma11g10480	11	7504475	7505686
Glyma.11g098800	Glyma11g10490	11	7507982	7511595
Glyma.11g098900	Glyma11g10500	11	7515131	7518953
Glyma.11g099000	Glyma11g10520	11	7524308	7527022
Glyma.11g099100	Glyma11g10530	11	7527782	7529742
Glyma.11g099200	Glyma11g10540	11	7535131	7539719
Glyma.11g099300	Glyma11g10550	11	7540846	7542044
Glyma.11g099400	Glyma11g10560	11	7543191	7544233
Glyma.11g099500	Glyma11g10570	11	7545960	7548467
Glyma.11g099600	NA	11	7551710	7556030
Glyma.11g099700	NA	11	7558753	7566979
Glyma.11g099800	Glyma11g10610	11	7571507	7574846
Glyma.11g099900	NA	11	7575098	7581170
Glyma.11g100000	Glyma11g10630	11	7581712	7585114
Glyma.11g100100	Glyma11g10640	11	7589305	7592625
Glyma.11g100200	Glyma11g10650	11	7594777	7596334
Glyma.11g100300	Glyma11g10660	11	7600686	7602300
Glyma.11g100400	Glyma11g10671	11	7605906	7620986
Glyma.11g100500	Glyma11g10680	11	7618798	7618962
Glyma.11g100600	Glyma11g10690	11	7621257	7623339
Glyma.11g100700	Glyma11g10700	11	7624579	7628361
Glyma.11g1008002	NA	11	7629148	7630749
Glyma.11g1008001	NA	11	7631540	7632965
Glyma.11g100900	Glyma11g10723	11	7637952	7641989
Glyma.11g101000	Glyma11g10736	11	7640724	7641407
Glyma.11g101100	NA	11	7643958	7645685
Glyma.11g101200	Glyma11g10750	11	7648450	7650329
Glyma.11g101300	Glyma11g10760	11	7652060	7656731
Glyma.11g101400	Glyma11g10770	11	7656079	7662063
Glyma.11g101500	Glyma11g10790	11	7671726	7677571
Glyma.11g101600	Glyma11g10800	11	7680051	7698620
Glyma.11g101700	Glyma11g10810	11	7699698	7718725
Glyma.11g101800	Glyma11g10820	11	7719377	7722788
Glyma.11g101900	Glyma11g10830	11	7725153	7729037
Glyma.11g102000	Glyma11g10845	11	7730618	7748608
Glyma.11g1021002	NA	11	7751843	7760415
Glyma.11g1021001	NA	11	7764720	7767715
Glyma.11g102200	Glyma11g10870	11	7772312	7778627
Glyma.11g102300	Glyma11g10880	11	7780065	7783666
Glyma.11g102400	Glyma11g10890	11	7783752	7787262
Glyma.11g102500	Glyma11g10901	11	7785208	7786037
Glyma.11g102600	Glyma11g10911	11	7788635	7800778
Glyma.11g102700	Glyma11g10920	11	7801327	7805159
Glyma.11g102800	Glyma11g10930	11	7803431	7807528
Glyma.11g102900	Glyma11g10970	11	7814914	7827407
Glyma.11g103000	Glyma11g10961	11	7818278	7821477
Glyma.11g103100	NA	11	7828124	7840840
Glyma.11g103200	Glyma11g11000	11	7842215	7847279
Glyma.11g103300	Glyma11g11010	11	7847747	7856213
Glyma.11g103400	NA	11	7856257	7857279
Glyma.11g103500	Glyma11g11020	11	7857869	7861571
Glyma.11g103600	NA	11	7865675	7869276
Glyma.11g103700	Glyma11g11040	11	7873535	7875804
Glyma.11g103800	Glyma11g11050	11	7880370	7885329
Glyma.11g103900	Glyma11g11060	11	7887039	7891583
Glyma.11g104000	Glyma11g11070	11	7893975	7902365
Glyma.11g104100	Glyma11g11080	11	7902525	7907428
Glyma.11g104200	Glyma11g11090	11	7907547	7912720
Glyma.11g104300	Glyma11g11100	11	7912721	7916719
Glyma.11g104400	Glyma11g11110	11	7920696	7924114
Glyma.11g104500	Glyma11g11130	11	7927727	7939746
Glyma.11g104600	Glyma11g11140	11	7941075	7941563
Glyma.11g104700	NA	11	7947837	7949502
Glyma.11g104800	Glyma11g11160	11	7950621	7954135
Glyma.11g104900	Glyma11g11170	11	7956251	7962547
Glyma.11g105000	Glyma11g11190	11	7970211	7975509
Glyma.11g105100	Glyma11g11200	11	7977555	7980983
Glyma.11g105200	Glyma11g11220	11	7985751	7988461
Glyma.11g105300	Glyma11g11230	11	8004678	8006385
Glyma.11g105400	Glyma11g11240	11	8008995	8011425
Glyma.11g105500	Glyma11g11250	11	8015639	8020644
Glyma.11g105600	Glyma11g11260	11	8021436	8024175
Glyma.11g105700	Glyma11g11270	11	8024828	8026836
Glyma.11g105800	Glyma11g11280	11	8038613	8039501
Glyma.11g105900	NA	11	8052872	8054855
Glyma.11g106000	Glyma11g11310	11	8061774	8066868
Glyma.11g106100	Glyma11g11323	11	8075327	8078489
Glyma.11g106200	Glyma11g11336	11	8082605	8088473
Glyma.11g106300	Glyma11g11350	11	8091525	8096026
Glyma.11g106400	Glyma11g11370	11	8108697	8114349
Glyma.11g106500	Glyma11g11380	11	8115740	8120127
Glyma.11g106600	Glyma11g11390	11	8127272	8128420
Glyma.11g106700	NA	11	8132159	8135555
Glyma.11g106800	Glyma11g11410	11	8142344	8145295
Glyma.11g106900	Glyma11g11430	11	8148528	8150533
Glyma.11g107000	Glyma11g11440	11	8150657	8153951
Glyma.11g107100	Glyma11g11450	11	8171836	8173327
Glyma.11g107200	Glyma11g11460	11	8176571	8181002
Glyma.11g107300	Glyma11g11470	11	8182039	8188426
Glyma.11g107400	Glyma11g11481	11	8185054	8186189
Glyma.11g107500	Glyma11g11490	11	8196007	8207166
Glyma.11g107600	Glyma11g11500	11	8210966	8217508
Glyma.11g107700	Glyma11g11510	11	8225149	8228129
Glyma.11g107800	Glyma11g11520	11	8229860	8231508
Glyma.11g107900	Glyma11g11550	11	8234417	8255944
Glyma.11g108000	Glyma11g11530	11	8237642	8241793
Glyma.11g108100	Glyma11g11540	11	8245038	8247611
Glyma.11g108200	Glyma11g11555	11	8256778	8259085
Glyma.11g108300	Glyma11g11560	11	8261601	8264930
Glyma.11g108400	Glyma11g11570	11	8272963	8274735
Glyma.11g108500	Glyma11g11580	11	8276454	8280498
Glyma.11g108600	NA	11	8287140	8289351
Glyma.11g108700	Glyma11g11600	11	8289960	8293540
Glyma.11g108800	Glyma11g11610	11	8294535	8297524
Glyma.11g108900	Glyma11g11620	11	8299154	8302660
Glyma.11g109000	Glyma11g11630	11	8308085	8314109
Glyma.11g109100	Glyma11g11640	11	8322727	8324868
Glyma.11g109200	Glyma11g11651	11	8333069	8334504
Glyma.11g109300	Glyma11g11660	11	8337162	8338922
Glyma.11g109400	Glyma11g11670	11	8340396	8344235
Glyma.11g109500	Glyma11g11685	11	8345676	8351718
Glyma.11g109600	Glyma11g11700	11	8355623	8356559
Glyma.11g109700	Glyma11g11710	11	8359733	8362731
Glyma.11g109800	Glyma11g11720	11	8368170	8376741
Glyma.11g109900	Glyma11g11730	11	8378708	8386493
Glyma.11g110000	Glyma11g11750	11	8387146	8394939
Glyma.11g110100	Glyma11g11760	11	8397135	8398949
Glyma.11g110200	NA	11	8400046	8401144
Glyma.11g110300	Glyma11g11780	11	8402144	8406496
Glyma.11g110400	Glyma11g11791	11	8414107	8418222
Glyma.11g110500	Glyma11g11800	11	8424336	8428576
Glyma.11g110600	Glyma11g11813	11	8431333	8439841
Glyma.11g110700	Glyma11g11826	11	8446411	8450495
Glyma.11g110800	Glyma11g11840	11	8457233	8465126
Glyma.11g110900	Glyma11g11850	11	8475007	8478437
Glyma.11g111000	Glyma11g11860	11	8480340	8482509
Glyma.11g111100	Glyma11g11870	11	8483000	8499771
Glyma.11g111200	Glyma11g11880	11	8486920	8490026
Glyma.11g111300	Glyma11g11890	11	8490098	8494832
Glyma.11g111400	Glyma11g11900	11	8496826	8499771
Glyma.11g111500	Glyma11g11910	11	8502262	8509337
Glyma.11g111600	Glyma11g11920	11	8510805	8514362
Glyma.11g111700	Glyma11g11930	11	8517423	8519436
Glyma.11g111800	Glyma11g11940	11	8521307	8527630
Glyma.11g111900	Glyma11g11950	11	8529090	8532670
Glyma.11g112000	Glyma11g11960	11	8534994	8542137
Glyma.11g112100	Glyma11g11970	11	8549493	8555269
Glyma.11g112200	Glyma11g11990	11	8558789	8565183
Glyma.11g112300	Glyma11g12000	11	8564663	8567097
Glyma.11g112400	Glyma11g12013	11	8569891	8570855
Glyma.11g112500	Glyma11g12026	11	8579778	8581676
Glyma.11g112600	Glyma11g12040	11	8600895	8604983
Glyma.11g112700	Glyma11g12050	11	8612255	8625256
Glyma.11g112800	Glyma11g12060	11	8627210	8628706
Glyma.11g112900	Glyma11g12070	11	8633078	8637349
Glyma.11g113000	Glyma11g12080	11	8641823	8647587
Glyma.11g113100	Glyma11g12090	11	8650733	8651674
Glyma.11g113200	Glyma11g12101	11	8658045	8659608
Glyma.11g113300	Glyma11g12110	11	8664757	8670133
Glyma.11g113400	Glyma11g12120	11	8674926	8685149
Glyma.11g113500	Glyma11g12130	11	8688238	8690421
Glyma.11g113600	Glyma11g12140	11	8691119	8693295
Glyma.11g113700	Glyma11g12150	11	8693973	8696471
Glyma.11g113800	Glyma11g12160	11	8700591	8705766
Glyma.11g113900	Glyma11g12170	11	8707654	8716722
Glyma.11g114000	Glyma11g12180	11	8707654	8716946
Glyma.11g114100	Glyma11g12186	11	8718226	8721653
Glyma.11g114200	Glyma11g12193	11	8726262	8728160
Glyma.11g114300	Glyma11g12200	11	8729787	8734082
Glyma.11g114400	Glyma11g12210	11	8736319	8739360
Glyma.11g114500	Glyma11g12221	11	8740182	8744368
Glyma.11g114600	Glyma11g12230	11	8746498	8753644
Glyma.11g114700	NA	11	8753784	8755152
Glyma.11g114800	Glyma11g12240	11	8767704	8769735
Glyma.11g114900	NA	11	8768759	8768884
Glyma.11g115000	Glyma11g12260	11	8791708	8797091
Glyma.11g115100	Glyma11g12270	11	8797528	8802399
Glyma.11g115200	Glyma11g12280	11	8810773	8815870
Glyma.11g115300	Glyma11g12290	11	8822593	8823767
Glyma.11g115400	Glyma11g12300	11	8826226	8827979
Glyma.11g115500	Glyma11g12310	11	8828566	8831011
Glyma.11g115600	NA	11	8832769	8833312
Glyma.11g115700	Glyma11g12321	11	8835842	8836448
Glyma.11g115800	Glyma11g12331	11	8838049	8838926
Glyma.11g115900	Glyma11g12341	11	8839771	8840061
Glyma.11g116000	Glyma11g12350	11	8841086	8842218
Glyma.11g116100	NA	11	8843113	8846921
Glyma.11g116200	Glyma11g12370	11	8849839	8850693
Glyma.11g116300	Glyma11g12381	11	8853747	8855091
Glyma.11g116400	Glyma11g12390	11	8855911	8857144
Glyma.11g116500	Glyma11g12400	11	8859046	8859912
Glyma.11g116600	Glyma11g12410	11	8869004	8874560
Glyma.11g116700	Glyma11g12421	11	8874156	8879691
Glyma.11g116800	Glyma11g12430	11	8886580	8891820
Glyma.11g116900	Glyma11g12436	11	8892780	8896222
Glyma.11g117000	NA	11	8895395	8897772
Glyma.11g117100	Glyma11g12450	11	8899120	8902345
Glyma.11g117200	Glyma11g12460	11	8920043	8922085
Glyma.11g117300	Glyma11g12471	11	8927256	8928299
Glyma.11g117400	Glyma11g12480	11	8930512	8931657
Glyma.11g117500	Glyma11g12490	11	8932743	8933846
Glyma.11g117600	Glyma11g12505	11	8939920	8941263
Glyma.11g117700	Glyma11g12520	11	8947662	8951774
Glyma.11g117800	Glyma11g12530	11	8952394	8957866
Glyma.11g117900	Glyma11g12540	11	8957803	8962142
Glyma.11g118000	Glyma11g12550	11	8960547	8966975
Glyma.11g118100	Glyma11g12560	11	8968731	8973127
Glyma.11g118200	Glyma11g12570	11	8979431	8983783
Glyma.11g118300	Glyma11g12580	11	8986826	8992141
Glyma.11g118400	NA	11	8999802	9000356
Glyma.11g118500	Glyma11g12600	11	9002830	9007396
Glyma.11g118600	Glyma11g12610	11	9008004	9016057
Glyma.11g118700	Glyma11g12621	11	9020621	9022188
Glyma.11g118800	Glyma11g12630	11	9023777	9027133
Glyma.11g118900	Glyma11g12640	11	9028386	9035471
Glyma.11g119000	Glyma11g12650	11	9042533	9044277
Glyma.11g119100	Glyma11g12670	11	9047618	9050503
Glyma.11g119200	Glyma11g12690	11	9059425	9060407
Glyma.11g119300	Glyma11g12700	11	9067166	9070714
Glyma.11g119400	Glyma11g12711	11	9072660	9073249
Glyma.11g119500	Glyma11g12720	11	9082470	9085544
Glyma.11g119600	Glyma11g12730	11	9127497	9129972
Glyma.11g119700	Glyma11g12740	11	9134798	9137921
Glyma.11g119800	Glyma11g12750	11	9138785	9142228
Glyma.11g119900	Glyma11g12770	11	9149205	9152820
Glyma.11g120000	Glyma11g12781	11	9154464	9154969
Glyma.11g120100	NA	11	9165187	9165748
Glyma.11g120200	Glyma11g12790	11	9174085	9176777
Glyma.11g120300	Glyma11g12800	11	9178550	9182926
Glyma.11g120400	Glyma11g12810	11	9186715	9187507
Glyma.11g120500	Glyma11g12820	11	9196244	9198178
Glyma.11g120600	Glyma11g12830	11	9200478	9204544
Glyma.11g120700	Glyma11g12850	11	9209645	9221318
Glyma.11g120800	Glyma11g12860	11	9222934	9228246
Glyma.11g120900	Glyma11g12870	11	9227122	9231219
Glyma.11g121000	NA	11	9238748	9241027
Glyma.11g121100	Glyma11g12900	11	9242615	9249414
Glyma.11g121200	Glyma11g12910	11	9252726	9255419
Glyma.11g121300	Glyma11g12920	11	9261513	9265438
Glyma.11g121400	Glyma11g12931	11	9279412	9287253
Glyma.11g121500	Glyma11g12940	11	9289768	9291813
Glyma.11g121600	Glyma11g12950	11	9293797	9296118
Glyma.11g121700	Glyma11g12960	11	9299271	9300774
Glyma.11g121800	Glyma11g12980	11	9303965	9305430
Glyma.11g121900	Glyma11g12990	11	9307282	9308411
Glyma.11g122000	Glyma11g13000	11	9313793	9314512
Glyma.11g122100	Glyma11g13010	11	9317894	9319887
Glyma.11g122200	Glyma11g13020	11	9319982	9322436
Glyma.11g122300	Glyma11g13030	11	9324004	9326650
Glyma.11g122400	Glyma11g13040	11	9330864	9332060
Glyma.11g122500	Glyma11g13050	11	9336389	9344401
Glyma.11g122600	Glyma11g13060	11	9344411	9347533
Glyma.11g122700	Glyma11g13070	11	9354319	9356396
Glyma.11g122800	Glyma11g13085	11	9358594	9359492
Glyma.11g122900	Glyma11g13100	11	9362483	9366449
Glyma.11g123000	NA	11	9378929	9381383
Glyma.11g123100	NA	11	9384194	9385984
Glyma.11g123200	NA	11	9386600	9387950
Glyma.11g123300	Glyma11g13130	11	9389727	9390629
Glyma.11g123400	Glyma11g13140	11	9392305	9393202
Glyma.11g123500	Glyma11g13152	11	9393681	9409509
Glyma.11g123600	Glyma11g13164	11	9411167	9413184
Glyma.11g123700	Glyma11g13177	11	9413721	9415448
Glyma.11g123800	NA	11	9420310	9420836
Glyma.11g123900	Glyma11g13190	11	9420925	9422517
Glyma.11g124000	Glyma11g13200	11	9423928	9432266
Glyma.11g124100	Glyma11g13210	11	9434184	9437964
Glyma.11g124200	Glyma11g13220	11	9440642	9444013
Glyma.11g124300	Glyma11g13231	11	9449136	9451421
Glyma.11g124400	Glyma11g13240	11	9453166	9455089
Glyma.11g124500	Glyma11g13270	11	9466533	9468193
Glyma.11g124600	NA	11	9471397	9473006
Glyma.11g124700	Glyma11g13290	11	9475831	9476445
Glyma.11g124800	Glyma11g13300	11	9478447	9486065
Glyma.11g124900	Glyma11g13320	11	9486912	9490819
Glyma.11g125000	Glyma11g13330	11	9491102	9497186
Glyma.11g125100	Glyma11g13340	11	9499697	9508484
Glyma.11g125200	Glyma11g13350	11	9511103	9514048
Glyma.11g125300	NA	11	9519988	9521216
Glyma.11g125400	Glyma11g13380	11	9524397	9527217
Glyma.11g125500	Glyma11g13390	11	9530122	9536109
Glyma.11g125600	Glyma11g13400	11	9540747	9545520
Glyma.11g125700	Glyma11g13420	11	9550267	9556181
Glyma.11g125800	Glyma11g13435	11	9559860	9563377
Glyma.11g125900	NA	11	9564094	9566508
Glyma.11g126000	Glyma11g13450	11	9574712	9580365
Glyma.11g126100	Glyma11g13460	11	9581659	9588340
Glyma.11g126200	Glyma11g13470	11	9591802	9595913
Glyma.11g126300	Glyma11g13480	11	9597342	9602749
Glyma.11g126400	Glyma11g13490	11	9605238	9612074
Glyma.11g126500	Glyma11g13500	11	9618584	9622809
Glyma.11g126600	Glyma11g13510	11	9632379	9637636
Glyma.11g126700	Glyma11g13523	11	9639562	9642829
Glyma.11g126800	Glyma11g13536	11	9647589	9649369
Glyma.11g126900	Glyma11g13550	11	9650861	9652596
Glyma.11g127000	NA	11	9654882	9655487
Glyma.11g127100	Glyma11g13570	11	9656242	9659517
Glyma.11g127200	Glyma11g13580	11	9660434	9665570
Glyma.11g127300	Glyma11g13600	11	9667918	9671917
Glyma.11g127400	Glyma11g13610	11	9672024	9675244
Glyma.11g127500	Glyma11g13620	11	9677269	9678125
Glyma.11g127600	Glyma11g13631	11	9686213	9691269
Glyma.11g127700	Glyma11g13640	11	9701152	9703901
Glyma.11g127800	Glyma11g13650	11	9717439	9718661
Glyma.11g127900	Glyma11g13660	11	9718996	9724140
Glyma.11g128000	Glyma11g13670	11	9728634	9738687
Glyma.11g128100	Glyma11g13680	11	9741295	9746240
Glyma.11g128200	NA	11	9742754	9743122
Glyma.11g128300	Glyma11g13690	11	9748256	9755994
Glyma.11g128400	NA	11	9759621	9764990
Glyma.11g128500	NA	11	9765111	9768246
Glyma.11g128600	Glyma11g13711	11	9773532	9778469
Glyma.11g128700	Glyma11g13720	11	9780192	9783497
Glyma.11g128800	Glyma11g13730	11	9784016	9786387
Glyma.11g128900	Glyma11g13740	11	9788804	9793642
