Object.Name	LG	Start.cM	Stop.cM	Object.Type
Pod_dehiscence_1-7	J	56.2	58.2	QTL_pod
Pod_dehiscence_1-8	J	67.3	69.3	QTL_pod
Pod_dehiscence_1-9	J	79.2	81.2	QTL_pod
Pod_dehiscence_2-1	J	46.09	52.84	QTL_pod
Pod_dehiscence_3-1	A1	46.45	64.73	QTL_pod
Pod_dehiscence_3-2	B2	6.05	27.62	QTL_pod
Pod_dehiscence_3-3	D1b	76.59	87.19	QTL_pod
Pod_dehiscence_3-4	J	42.5	62.5	QTL_pod
Pod_dehiscence_3-5	L	59.52	66.51	QTL_pod
Pod_dehiscence_3-6	D1b	29.86	75.36	QTL_pod
Pod_dehiscence_3-7	L	19.93	27.92	QTL_pod
Pod_dehiscence_3-8	L	58.4	119.5	QTL_pod
Pod_dehiscence_4-1	A2	144.57	146.57	QTL_pod
Pod_dehiscence_4-2	J	54.73	57.76	QTL_pod
Pod_maturity_1-1	C1	52.92	54.92	QTL_reprod-period
Pod_maturity_1-2	D1a	37.1	39.1	QTL_reprod-period
Pod_maturity_1-3	C2	119.4	121.4	QTL_reprod-period
Pod_maturity_1-4	C2	122.8	124.8	QTL_reprod-period
Pod_maturity_1-5	C2	123	125	QTL_reprod-period
Pod_maturity_10-1	C2	112.4	114.4	QTL_reprod-period
Pod_maturity_10-2	M	32.5	34.5	QTL_reprod-period
Pod_maturity_10-3	M	61.3	63.3	QTL_reprod-period
Pod_maturity_10-4	L	85.6	87.6	QTL_reprod-period
Pod_maturity_11-1	I	34.35	36.35	QTL_reprod-period
Pod_maturity_12-1	I	31.4	33.4	QTL_reprod-period
Pod_maturity_13-1	A2	161.03	163.03	QTL_reprod-period
Pod_maturity_13-2	D1a	46.6	48.6	QTL_reprod-period
Pod_maturity_13-3	C2	44.8	46.8	QTL_reprod-period
Pod_maturity_13-4	C2	111.19	113.19	QTL_reprod-period
Pod_maturity_13-5	F	7.67	9.67	QTL_reprod-period
Pod_maturity_13-6	L	88.1	90.1	QTL_reprod-period
Pod_maturity_13-7	M	17.6	19.6	QTL_reprod-period
Pod_maturity_13-8	O	128.3	130.3	QTL_reprod-period
Pod_maturity_14-1	L	53.57	55.37	QTL_reprod-period
Pod_maturity_14-2	O	99.38	101.38	QTL_reprod-period
Pod_maturity_14-3	C2	111.84	113.84	QTL_reprod-period
Pod_maturity_14-4	M	32.47	34.47	QTL_reprod-period
Pod_maturity_15-1	M	33.47	50.09	QTL_reprod-period
Pod_maturity_15-2	O	100.37	106.02	QTL_reprod-period
Pod_maturity_15-3	C2	112.45	112.83	QTL_reprod-period
Pod_maturity_15-4	L	54.57	59.52	QTL_reprod-period
Pod_maturity_16-1	A1	25.42	26.42	QTL_reprod-period
Pod_maturity_16-2	G	42.38	44.38	QTL_reprod-period
Pod_maturity_16-3	K	42.35	44.35	QTL_reprod-period
Pod_maturity_16-4	N	52.25	54.25	QTL_reprod-period
Pod_maturity_17-1	B1	32.5	46.38	QTL_reprod-period
Pod_maturity_17-13	G	93.83	95.83	QTL_reprod-period
Pod_maturity_17-2	B1	46.38	59.1	QTL_reprod-period
Pod_maturity_17-3	B1	58.91	59.1	QTL_reprod-period
Pod_maturity_17-4	C2	115.2	116.71	QTL_reprod-period
Pod_maturity_17-5	F	2.63	4.63	QTL_reprod-period
Pod_maturity_17-6	G	93.83	95.83	QTL_reprod-period
Pod_maturity_18-1	B1	58.91	73.76	QTL_reprod-period
Pod_maturity_18-2	B1	53.41	59.1	QTL_reprod-period
Pod_maturity_18-3	C1	75.23	77.23	QTL_reprod-period
Pod_maturity_18-4	M	18.58	40.35	QTL_reprod-period
Pod_maturity_19-1	D1b	45.61	47.61	QTL_reprod-period
Pod_maturity_19-2	D2	104.44	106.44	QTL_reprod-period
Pod_maturity_19-3	N	33.65	35.65	QTL_reprod-period
Pod_maturity_19-4	B2	72.2	74.2	QTL_reprod-period
Pod_maturity_19-5	C2	11.19	13.19	QTL_reprod-period
Pod_maturity_19-6	J	11.41	13.41	QTL_reprod-period
Pod_maturity_19-7	O	81.08	83.08	QTL_reprod-period
Pod_maturity_19-8	G	95.57	97.57	QTL_reprod-period
Pod_maturity_2-1	M	38.98	58.5	QTL_reprod-period
Pod_maturity_20-1	F	76.69	78.69	QTL_reprod-period
Pod_maturity_20-2	N	36.98	38.98	QTL_reprod-period
Pod_maturity_21-1	C2	112.83	126.23	QTL_reprod-period
Pod_maturity_22-1	A2	53.91	55.91	QTL_reprod-period
Pod_maturity_22-2	B1	99.87	101.87	QTL_reprod-period
Pod_maturity_22-3	C2	120.6	122.6	QTL_reprod-period
Pod_maturity_22-4	D1b	36.07	38.07	QTL_reprod-period
Pod_maturity_22-5	F	2.35	4.35	QTL_reprod-period
Pod_maturity_22-6	G	3.53	5.53	QTL_reprod-period
Pod_maturity_22-7	O	4.44	6.44	QTL_reprod-period
Pod_maturity_22-8	F	1.35	3.35	QTL_reprod-period
Pod_maturity_22-9	G	3.53	5.53	QTL_reprod-period
Pod_maturity_23-1	I	85.73	87.73	QTL_reprod-period
Pod_maturity_24-1	B2	70.33	87.33	QTL_reprod-period
Pod_maturity_24-10	L	68.26	92	QTL_reprod-period
Pod_maturity_24-11	B2	66.23	78.83	QTL_reprod-period
Pod_maturity_24-2	F	41.47	50.77	QTL_reprod-period
Pod_maturity_24-3	L	0	11.12	QTL_reprod-period
Pod_maturity_24-4	L	64.09	78.79	QTL_reprod-period
Pod_maturity_24-5	I	18.15	36.4	QTL_reprod-period
Pod_maturity_24-6	B1	21.99	32.5	QTL_reprod-period
Pod_maturity_24-7	M	65.79	74.52	QTL_reprod-period
Pod_maturity_24-8	I	52.11	58.07	QTL_reprod-period
Pod_maturity_24-9	O	49.7	71.09	QTL_reprod-period
Pod_maturity_25-1	C2	112.95	114.95	QTL_reprod-period
Pod_maturity_25-2	C2	106.58	108.58	QTL_reprod-period
Pod_maturity_26-1	C2	26.65	44.66	QTL_reprod-period
Pod_maturity_26-2	H	46.95	53.34	QTL_reprod-period
Pod_maturity_26-3	O	106.02	112.16	QTL_reprod-period
Pod_maturity_27-1	C1	5.37	12.67	QTL_reprod-period
Pod_maturity_27-2	K	80.48	82.48	QTL_reprod-period
Pod_maturity_27-3	B2	82.59	84.59	QTL_reprod-period
Pod_maturity_27-4	D2	78.13	80.73	QTL_reprod-period
Pod_maturity_27-5	G	93.5	106.5	QTL_reprod-period
Pod_maturity_27-6	N	91.55	93.55	QTL_reprod-period
Pod_maturity_27-7	E	70.3	72.3	QTL_reprod-period
Pod_maturity_27-8	G	93.99	107.99	QTL_reprod-period
Pod_maturity_28-1	D1b	74	76	QTL_reprod-period
Pod_maturity_28-2	C1	73.45	75.45	QTL_reprod-period
Pod_maturity_28-3	C2	106.58	108.58	QTL_reprod-period
Pod_maturity_28-4	C2	112.95	114.95	QTL_reprod-period
Pod_maturity_28-5	K	107.19	109.19	QTL_reprod-period
Pod_maturity_28-6	O	38.92	40.92	QTL_reprod-period
Pod_maturity_29-1	C1	5.37	12.67	QTL_reprod-period
Pod_maturity_29-2	K	80.48	82.48	QTL_reprod-period
Pod_maturity_29-3	B2	82.59	84.59	QTL_reprod-period
Pod_maturity_29-4	D2	78.13	80.73	QTL_reprod-period
Pod_maturity_29-5	G	93.5	106.5	QTL_reprod-period
Pod_maturity_29-6	N	91.55	93.55	QTL_reprod-period
Pod_maturity_29-7	E	70.3	72.3	QTL_reprod-period
Pod_maturity_29-8	G	93.99	107.99	QTL_reprod-period
Pod_maturity_3-1	M	37.98	39.98	QTL_reprod-period
Pod_maturity_3-2	M	39.35	41.35	QTL_reprod-period
Pod_maturity_3-3	C2	115.7	117.7	QTL_reprod-period
Pod_maturity_30-1	H	81.04	89.51	QTL_reprod-period
Pod_maturity_31-1	A1	30.13	38.13	QTL_reprod-period
Pod_maturity_31-2	E	44.4	46.4	QTL_reprod-period
Pod_maturity_31-3	H	88.08	90.08	QTL_reprod-period
Pod_maturity_31-4	I	81.77	83.77	QTL_reprod-period
Pod_maturity_32-1	C1	78.65	92.98	QTL_reprod-period
Pod_maturity_32-2	C2	112.83	113.95	QTL_reprod-period
Pod_maturity_32-3	O	112.6	119.5	QTL_reprod-period
Pod_maturity_33-1	C1	78.65	92.98	QTL_reprod-period
Pod_maturity_33-2	C2	112.83	113.95	QTL_reprod-period
Pod_maturity_33-3	O	112.16	119.5	QTL_reprod-period
Pod_maturity_34-1	C2	91.8	107.58	QTL_reprod-period
Pod_maturity_34-2	C2	113.95	117.45	QTL_reprod-period
Pod_maturity_34-3	C2	117.45	121.26	QTL_reprod-period
Pod_maturity_34-4	E	12.92	19.7	QTL_reprod-period
Pod_maturity_34-5	G	52.93	62.16	QTL_reprod-period
Pod_maturity_34-6	M	103.98	130.75	QTL_reprod-period
Pod_maturity_34-7	G	63	94.4	QTL_reprod-period
Pod_maturity_35-1	B1	53.96	81.07	QTL_reprod-period
Pod_maturity_35-2	H	31.79	48.3	QTL_reprod-period
Pod_maturity_35-3	C1	122.75	124.75	QTL_reprod-period
Pod_maturity_37-1	A1	30.13	32.13	QTL_reprod-period
Pod_maturity_37-2	E	44.4	46.4	QTL_reprod-period
Pod_maturity_37-3	H	88.08	90.08	QTL_reprod-period
Pod_maturity_37-4	I	81.77	83.77	QTL_reprod-period
Pod_maturity_4-1	C2	116.87	118.87	QTL_reprod-period
Pod_maturity_4-2	M	37.98	39.98	QTL_reprod-period
Pod_maturity_4-3	L	91	93	QTL_reprod-period
Pod_maturity_5-1	K	58.32	60.32	QTL_reprod-period
Pod_maturity_5-2	K	30.75	32.75	QTL_reprod-period
Pod_maturity_5-3	K	51	59.32	QTL_reprod-period
Pod_maturity_5-4	K	31.75	38.9	QTL_reprod-period
Pod_maturity_6-1	B1	65.77	67.77	QTL_reprod-period
Pod_maturity_6-2	B1	44	46	QTL_reprod-period
Pod_maturity_6-3	C1	89.7	91.7	QTL_reprod-period
Pod_maturity_6-4	C1	125.5	127.5	QTL_reprod-period
Pod_maturity_6-5	C1	107	109	QTL_reprod-period
Pod_maturity_6-6	C1	96	98	QTL_reprod-period
Pod_maturity_6-7	L	31.6	33.6	QTL_reprod-period
Pod_maturity_7-1	M	37.98	39.98	QTL_reprod-period
Pod_maturity_7-2	A1	41.41	43.41	QTL_reprod-period
Pod_maturity_8-1	C2	110.7	112.7	QTL_reprod-period
Pod_maturity_8-2	M	17.6	19.6	QTL_reprod-period
Pod_maturity_8-3	L	69.36	71.36	QTL_reprod-period
Pod_maturity_8-4	L	65.5	67.5	QTL_reprod-period
Pod_maturity_8-5	C1	64.08	66.08	QTL_reprod-period
Pod_maturity_9-1	J	14.69	16.69	QTL_reprod-period
Pod_maturity_9-2	L	94.4	96.4	QTL_reprod-period
Pod_maturity_9-3	L	106.24	108.24	QTL_reprod-period
"Pod_maturity,_beginning_1-1"	C2	112.1	123.6	QTL_reprod-period
"Pod_maturity,_beginning_1-2"	J	42.01	44.01	QTL_reprod-period
"Pod_maturity,_beginning_1-3"	A2	154.11	165.72	QTL_reprod-period
"Pod_maturity,_beginning_2-1"	C2	101.75	112.2	QTL_reprod-period
"Pod_maturity,_beginning_2-2"	A1	16.16	18.16	QTL_reprod-period
Pod_number_1-1	D1b	25.6	30.74	QTL_pod
Pod_number_1-10	I	98.05	98.38	QTL_pod
Pod_number_1-2	N	84.59	87.34	QTL_pod
Pod_number_1-3	A1	14.37	17.16	QTL_pod
Pod_number_1-4	A2	35.68	53.75	QTL_pod
Pod_number_1-5	B1	36.48	46.38	QTL_pod
Pod_number_1-6	E	64.18	70.23	QTL_pod
Pod_number_1-7	J	39.63	42.25	QTL_pod
Pod_number_1-8	G	55.99	57.32	QTL_pod
Pod_number_1-9	L	0	107.23	QTL_pod
Pod_number_10-1	L	78.23	93.88	QTL_pod
Pod_number_11-1	D2	24.52	124.3	QTL_pod
Pod_number_11-2	I	46.22	82.77	QTL_pod
Pod_number_11-3	C2	117.76	117.87	QTL_pod
Pod_number_11-4	C1	0	127.76	QTL_pod
Pod_number_12-1	F	109.5	111.5	QTL_pod
Pod_number_13-1	C2	112.9	113.2	QTL_pod
Pod_number_13-2	B1	63.4	75.3	QTL_pod
Pod_number_2-1	C2	116.76	121.76	QTL_pod
Pod_number_2-2	O	58.4	106.02	QTL_pod
Pod_number_3-1	B1	28.33	40.33	QTL_pod
Pod_number_3-2	B1	32.5	47.6	QTL_pod
Pod_number_3-3	C2	106.58	111.6	QTL_pod
Pod_number_3-4	C2	106.58	116.8	QTL_pod
Pod_number_4-1	C1	74.5	85.7	QTL_pod
Pod_number_4-2	K	66.43	90.93	QTL_pod
Pod_number_5-1	C2	112.95	114.95	QTL_pod
Pod_number_5-2	A2	8.14	10.14	QTL_pod
Pod_number_7-1	C2	112.95	114.95	QTL_pod
Pod_number_7-2	C2	106.58	108.58	QTL_pod
Pod_number_7-3	K	107.19	109.19	QTL_pod
Pod_number_8-1	L	87.41	92.66	QTL_pod
Pod_number_8-2	M	95.44	107.69	QTL_pod
Pod_number_8-3	O	106.02	119.5	QTL_pod
Pod_number_9-1	D1b	3.79	9.3	QTL_pod
Pod_number_9-2	D2	66.26	69.3	QTL_pod
Pod_number_9-3	L	61.34	71.44	QTL_pod
Pod_wall_to_Pod_weight_ratio_1-1	D1a	59	68.62	QTL_pod
Pod_wall_to_Pod_weight_ratio_1-2	F	11.37	16.08	QTL_pod
Pod_wall_to_Pod_weight_ratio_1-3	D1b	72.88	77.34	QTL_pod
Pod_wall_to_Pod_weight_ratio_1-4	N	59.4	102.05	QTL_pod
Pod_wall_to_Pod_weight_ratio_1-5	N	59.4	79.51	QTL_pod
Pod_wall_to_Pod_weight_ratio_1-6	H	89.08	114.48	QTL_pod
Pod_wall_weight_1-1	D1a	30.69	60.99	QTL_pod
Pod_wall_weight_1-2	D1a	60.99	68.62	QTL_pod
Pod_wall_weight_1-3	G	63	76.76	QTL_pod
Pod_wall_weight_1-5	D1a	56.57	57.75	QTL_pod
Pod_wall_weight_1-6	F	11.37	54.07	QTL_pod
Pod_wall_width_1-2	C2	117.6	126.23	QTL_pod
Pod_wall_width_1-3	C2	107.58	126.2	QTL_pod
Pod_wall_width_1-4	A1	17.16	30.93	QTL_pod
Pod_wall_width_1-5	B1	32.5	36.48	QTL_pod
Pod_wall_width_1-6	B1	36.48	46.38	QTL_pod
Pod_wall_width_1-7	B1	36.48	93.88	QTL_pod
Pod_wall_width_1-8	N	22.7	59.4	QTL_pod
Pod_wall_width_1-9	J	75.87	78.57	QTL_pod
Pod_weight_1-1	A1	27	34.7	QTL_pod
Pod_weight_1-2	D1b	74.8	79.7	QTL_pod
Pod_weight_1-3	N	70.6	76	QTL_pod
Pod_weight_2-1	C1	54.6	56.6	QTL_pod
"Pod,_beginning_1-1"	C2	112.1	123.6	QTL_pod
"Pod,_beginning_1-2"	J	42.01	44.01	QTL_pod
"Pod,_beginning_1-3"	A2	154.11	165.72	QTL_pod
"Pod,_beginning_2-1"	C2	101.75	112.2	QTL_pod
"Pod,_beginning_2-2"	A1	16.16	18.16	QTL_pod
"Pod,_beginning_2-3"	L	13.03	15.03	QTL_pod
Pods_per_node_1-1	A1	48.29	50.29	QTL_pod
Pods_per_node_1-2	C2	116.72	131.75	QTL_pod
Pods_per_node_1-3	C2	115.2	116.42	QTL_pod
Pods_per_node_1-4	C2	108.26	110.26	QTL_pod
Pods_per_node_1-5	M	49.09	51.09	QTL_pod
Pods_per_node_2-1	A1	48.29	50.29	QTL_pod
Pods_per_node_2-2	C1	25.35	27.35	QTL_pod
Pods_per_node_2-3	C2	115.2	116.72	QTL_pod
Pods_per_node_2-4	C2	114.2	116.2	QTL_pod
Pods_per_node_3-1	C2	112.95	114.95	QTL_pod
Pods_per_node_3-2	C2	106.58	108.58	QTL_pod
Pods_per_node_3-3	I	85.73	87.73	QTL_pod
Pods_per_node_3-4	K	107.19	109.19	QTL_pod
Ps	H	78.44	78.44	Gene
Pubescence_density_1-1	D1a	107.88	109.88	QTL_whole-plant
Pubescence_density_1-2	H	86.83	91.12	QTL_whole-plant
Pubescence_density_2-1	A2	27.48	44.48	QTL_whole-plant
Pubescence_density_2-10	A2	40.34	57.34	QTL_whole-plant
Pubescence_density_2-11	A2	102.95	119.95	QTL_whole-plant
Pubescence_density_2-12	D1b	41.15	46.61	QTL_whole-plant
Pubescence_density_2-13	E	35.54	50.54	QTL_whole-plant
Pubescence_density_2-14	H	75.54	77.54	QTL_whole-plant
Pubescence_density_2-15	K	43.08	58.08	QTL_whole-plant
Pubescence_density_2-16	M	55.34	61.54	QTL_whole-plant
Pubescence_density_2-17	D1b	46.61	60.21	QTL_whole-plant
Pubescence_density_2-2	A2	27.48	39.87	QTL_whole-plant
Pubescence_density_2-3	A2	111.08	128.08	QTL_whole-plant
Pubescence_density_2-4	D1a	49.59	65.09	QTL_whole-plant
Pubescence_density_2-5	D1b	37.08	50.68	QTL_whole-plant
Pubescence_density_2-6	E	35.42	50.66	QTL_whole-plant
Pubescence_density_2-7	H	84.91	94.11	QTL_whole-plant
Pubescence_density_2-8	H	76.44	85.64	QTL_whole-plant
Pubescence_density_2-9	A2	27.43	44.43	QTL_whole-plant
Pv7	H	7.83	7.83	Gene
R	K	97.12	97.12	Gene
R/V_photo-thermal_sensitivity_1-1	C2	101.75	111.68	QTL_inorganic
R013_1	E	50.09	50.09	RFLP
R013_2	D1a	38.09	38.09	RFLP
R017_1	G	46.34	46.34	RFLP
R022_1	N	16.66	16.66	RFLP
R028_1	A2	111.94	111.94	RFLP
R028_2	E	46.09	46.09	RFLP
R029_1	H	60.2	60.2	RFLP
R045_1	F	70.12	70.12	RFLP
R051_1	E	27	27	RFLP
R051_2	K	31.75	31.75	RFLP
R079_1	M	38.98	38.98	RFLP
R092_1	G	56.81	56.81	RFLP
R092_3	C2	96.12	96.12	RFLP
R153_1	D1a	9.32	9.32	RFLP
R176_1	L	14.9	14.9	RFLP
R183_1	A1	42.41	42.41	RFLP
R183_2	C2	157.88	157.88	RFLP
R189_1	J	69.75	69.75	RFLP
R201_1	L	102.01	102.01	RFLP
R244_1	B1	115.75	115.75	RFLP
R249_1	D1a	43.66	43.66	RFLP
R249_2	H	15.93	15.93	RFLP
RGA1a	J	81.56	81.56	RFLP
RGA1b	J	86.31	86.31	RFLP
RGA1c	J	89.23	89.23	RFLP
RGA1e	J	65	65	RFLP
RGA1f	D1b	85.14	85.14	RFLP
RGA1g	C2	123	123	RFLP
RGA2a	J	63	63	RFLP
RGA2b	M	38.67	38.67	RFLP
RGA3	J	55.81	55.81	RFLP
RGA4	H	63.44	63.44	RFLP
RGA5a	J	65	65	RFLP
RGA5b	M	38.5	38.5	RFLP
RGA6a	N	29.46	29.46	RFLP
RGA6b	N	42.1	42.1	RFLP
RGA6c	H	110.43	110.43	RFLP
RGA6d	J	33.05	33.05	RFLP
RGA7	L	27.2	27.2	RFLP
RGA8	B2	33.5	33.5	RFLP
RGA9	H	62.73	62.73	RFLP
RGA_1e	C2	124.69	124.69	RFLP
RGA_7	L	27.07	27.07	RFLP
RGA_8	B2	33.95	33.95	RFLP
Rag_2-1	A2	115.73	117.73	QTL_insect
Rag_2-2	F	101.08	103.08	QTL_insect
Rag_3-1	M	36.76	48.86	QTL_insect
Rag_3-2	F	5.36	15.29	QTL_insect
Rag_4-1	C2	107.58	113.95	QTL_insect
Rag_4-2	F	3.63	5.63	QTL_insect
Rag_4-3	F	63.68	72.18	QTL_insect
Rbs1	J	68.26	68.26	Gene
Rbs3	J	68.26	68.26	Gene
Rcs3	J	64.9	64.9	Gene
Reproductive_period_1-1	C2	103.33	107.58	QTL_reprod-period
Reproductive_period_1-2	B1	96.36	100.87	QTL_reprod-period
Reproductive_period_1-3	G	52.93	68.66	QTL_reprod-period
Reproductive_period_1-4	C2	111.68	112.19	QTL_reprod-period
Reproductive_period_1-5	A2	84.08	90.83	QTL_reprod-period
Reproductive_period_1-6	B2	73.2	87.58	QTL_reprod-period
Reproductive_period_1-7	D2	73.2	87.58	QTL_reprod-period
Reproductive_period_photo-thermal_sensitivity_1-1	G	2.2	3.7	QTL_reprod-period
Reproductive_stage_length_1-1	L	85.6	87.6	QTL_reprod-period
Reproductive_stage_length_1-2	M	37.98	39.98	QTL_reprod-period
Reproductive_stage_length_2-1	M	17.6	19.6	QTL_reprod-period
Reproductive_stage_length_2-2	C1	76.27	78.27	QTL_reprod-period
Reproductive_stage_length_3-1	J	14.69	16.69	QTL_reprod-period
Reproductive_stage_length_3-2	L	94.4	96.4	QTL_reprod-period
Reproductive_stage_length_3-3	L	106.24	108.24	QTL_reprod-period
Reproductive_stage_length_3-4	C1	75	77	QTL_reprod-period
Reproductive_stage_length_4-1	C2	22.34	24.34	QTL_reprod-period
Reproductive_stage_length_4-2	C2	112.4	114.4	QTL_reprod-period
Reproductive_stage_length_4-3	M	32.5	34.5	QTL_reprod-period
Reproductive_stage_length_4-4	F	66.2	68.2	QTL_reprod-period
Reproductive_stage_length_4-5	L	77.23	79.23	QTL_reprod-period
Reproductive_stage_length_4-6	L	88.1	90.1	QTL_reprod-period
Reproductive_stage_length_5-1	C1	76.91	78.65	QTL_reprod-period
Reproductive_stage_length_5-2	G	68.76	96.57	QTL_reprod-period
Reproductive_stage_length_5-3	M	62.13	66.98	QTL_reprod-period
Reproductive_stage_length_5-4	M	35.84	38.93	QTL_reprod-period
Reproductive_stage_length_5-5	O	39.82	42.29	QTL_reprod-period
Reproductive_stage_length_5-6	L	53.66	71.44	QTL_reprod-period
Reproductive_stage_length_7-1	D1b	59.61	67.62	QTL_reprod-period
Reproductive_stage_length_7-2	F	44.41	74.12	QTL_reprod-period
Reproductive_stage_length_7-3	H	46.95	53.34	QTL_reprod-period
Reproductive_stage_length_7-4	L	107.23	115.07	QTL_reprod-period
Reproductive_stage_length_7-5	O	93.37	106.02	QTL_reprod-period
Reproductive_stage_length_8-1	B1	57.91	84.19	QTL_reprod-period
Reproductive_stage_length_8-2	O	100.39	119.5	QTL_reprod-period
Reproductive_stage_length_9-1	J	22.96	42.04	QTL_reprod-period
Reproductive_stage_length_9-2	O	100.39	112.6	QTL_reprod-period
Reproductive_to_vegetative_period_ratio_1-1	C2	111.68	112.19	QTL_reprod-period
Reproductive_to_vegetative_period_ratio_1-2	D1a	45.75	51.07	QTL_reprod-period
Reproductive_to_vegetative_period_ratio_1-3	H	83.19	105.73	QTL_reprod-period
Rhg4	A2	48	48	Gene
Rhizoc_root_and_hypocot_rot_1-1a	C2	39.3	41.3	QTL_fungal
Rhizoc_root_and_hypocot_rot_1-1b	C2	39.3	41.3	QTL_fungal
Rhizoc_root_and_hypocot_rot_1-2a	A2	35.77	37.77	QTL_fungal
Rhizoc_root_and_hypocot_rot_1-2b	A2	35.77	37.77	QTL_fungal
Rhizoc_root_and_hypocot_rot_1-3a	M	52.54	54.54	QTL_fungal
Rhizoc_root_and_hypocot_rot_1-3b	M	52.54	54.54	QTL_fungal
Rj2	J	86	86	Gene
Rmd	J	97	97	Gene
Root_P_1-1	D2	23.52	25.52	QTL_root
Root_P_1-2	B1	56.91	58.91	QTL_root
"Root_P,_variable_P_2-1"	D2	23.52	25.52	QTL_root
"Root_P,_variable_P_3-1"	B1	56.91	58.91	QTL_root
Root_area_1-1	B1	53.41	57.91	QTL_root
Root_area_1-2	D1a	61.56	63.56	QTL_root
Root_area_1-3	B1	56.91	58.91	QTL_root
Root_area_3-1	C2	101.75	112.34	QTL_root
"Root_area,_coarse_1-1"	C2	101.75	112.34	QTL_root
"Root_area,_fine_minus_Rhizobia_1-1"	N	72.59	79.86	QTL_root
"Root_area,_fine_plus_Rhizobia_1-1"	C2	101.75	112.34	QTL_root
"Root_area,_medium_1-1"	C2	101.75	112.34	QTL_root
"Root_area,_medium_1-2"	O	82.08	129.8	QTL_root
"Root_area,_variable_P_3-1"	B1	53.41	57.91	QTL_root
"Root_area,_variable_P_3-2"	D1A	61.56	63.56	QTL_root
"Root_area,_variable_P_3-3"	B1	56.91	58.91	QTL_root
"Root_density,_lateral_1-1"	G	8.64	14.84	QTL_root
"Root_density,_lateral_2-1"	A1	28.95	57.34	QTL_root
"Root_density,_lateral_2-2"	D1b	116.34	137.05	QTL_root
"Root_density,_lateral_2-3"	I	36.93	82.77	QTL_root
"Root_density,_lateral_2-4"	L	22.67	65.45	QTL_root
"Root_density,_lateral_3-1"	A2	45.29	48.84	QTL_root
Root_length_2-1	N	72.59	79.86	QTL_root
"Root_length,_coarse_1-1"	C2	101.75	112.34	QTL_root
"Root_length,_fine_1-1"	N	72.59	79.86	QTL_root
"Root_length,_fine_plus_Rhizobia_1-1"	C2	101.75	112.34	QTL_root
"Root_length,_medium_1-1"	C2	101.75	112.34	QTL_root
"Root_length,_plus_Rhizobia_1-1"	C2	101.75	112.34	QTL_root
"Root_length,_primary_1-1"	B1	53.41	57.91	QTL_root
"Root_length,_primary_1-2"	B1	56.91	58.91	QTL_root
"Root_length,_primary_1-3"	D1a	61.56	63.56	QTL_root
"Root_length,_primary_2-1"	C2	126.23	153.43	QTL_root
"Root_length,_primary_2-3"	N	32.84	45.84	QTL_root
"Root_length,_primary_3-1"	B1	57.91	73.76	QTL_root
"Root_length,_primary_3-2"	N	22.67	65.45	QTL_root
"Root_length,_primary_3-3"	L	14.03	23.54	QTL_root
"Root_length,_primary_3-4"	L	10.35	11.47	QTL_root
"Root_length,_primary_3-5"	O	53.66	59.43	QTL_root
"Root_length,_primary_4-1"	A2	45.29	48.84	QTL_root
"Root_length,_primary_5-1"	D1a	56.57	69.91	QTL_root
"Root_length,_variable_P_2-1"	B1	53.41	57.91	QTL_root
"Root_length,_variable_P_2-2"	D1A	61.56	63.56	QTL_root
"Root_length,_variable_P_2-3"	B1	56.91	58.91	QTL_root
Root_morphology_1-1	D1a	56.57	62.36	QTL_root
Root_morphology_1-2	N	75.91	79.51	QTL_root
Root_morphology_1-3	C1	88.94	92.98	QTL_root
Root_morphology_1-4	A2	154.11	162.02	QTL_root
Root_morphology_1-5	I	98.38	99.83	QTL_root
Root_nodule_number_4-1	O	100.37	129.8	QTL_root
"Root_nodule_number,_big_1-1"	C2	40.29	101.75	QTL_root
"Root_nodule_number,_big_1-2"	O	100.37	129.8	QTL_root
"Root_nodule_number,_big_1-3"	B1	14.32	32.5	QTL_root
"Root_nodule_number,_big_1-4"	C2	40.29	101.75	QTL_root
"Root_nodule_number,_big_1-5"	O	100.37	129.8	QTL_root
"Root_nodule_number,_big_1-6"	B1	14.32	32.5	QTL_root
"Root_nodule_number,_small_plus_Rhizobia_1-1"	O	100.37	129.8	QTL_root
"Root_nodule_number,_small_plus_Rhizobia_1-2"	O	100.37	129.8	QTL_root
"Root_nodule_weight,_dry_1-1"	I	31.48	46.24	QTL_root
"Root_nodule_weight,_dry_2-1"	D2	66.09	68.09	QTL_root
"Root_nodule_weight,_dry_2-2"	G	3.53	5.53	QTL_root
"Root_nodule_weight,_dry_2-3"	M	55.29	57.29	QTL_root
"Root_nodule_weight,_dry_2-4"	M	43.24	45.24	QTL_root
"Root_nodule_weight,_dry_2-5"	L	47.85	49.85	QTL_root
"Root_nodule_weight,_dry_2-6"	L	46.63	48.63	QTL_root
"Root_nodule_weight,_dry_2-7"	D1a	58.17	60.17	QTL_root
"Root_nodule_weight,_dry_2-8"	A1	73.89	75.89	QTL_root
"Root_nodule_weight,_dry_2-9"	M	51.42	53.42	QTL_root
"Root_nodule_weight,_dry_3-1"	C2	40.29	101.75	QTL_root
"Root_nodule_weight,_dry_3-2"	O	100.37	129.8	QTL_root
"Root_nodule_weight,_dry_3-3"	B1	14.32	32.5	QTL_root
Root_to_Shoot_weight_ratio_1-1	B1	56.91	58.91	QTL_root
Root_to_Shoot_weight_ratio_2-1	O	9.53	20.43	QTL_root
